review,sentiment,sentiment_pred
سي عبد الفتاح ك مك ديما موزون و في ب سطوا اما سايس عليهم شويا,Positive,negative
اذهب فانت احد الاغبياء,Negative,negative
جالغ برشه وبا يزبل السهريه,Negative,negative
روع المسلسل,Positive,negative
متزن في كلامو متخلق مستقبل واعد,Positive,negative
محلاه صوتها,Positive,negative
ملا لكزه منااااااظرتفووووووه علي التفاهات و التافهين و وجودك انت مهزله يا حيوان مستويات والله خساره فيه كرسي مايا القصوري واحد لا يزي مسطك و زيد بيوع و جبان بش ما نقولش حاجات اخري وهف يهزو مرات نحسو موش تونسي راك ماااسط وينو الماسط نوفل بلاتو النفاق بامتياز والله عيب علي القناه ومقدم البرنامج جايب واحد يرقص باش يحكم عللي السيد القاضي يزينا عاد رانا فدينا الرجاء قراءه هذا التعليق الله غالب مااااااااااااااصطا ماعندهاش القبول العيب مش فيك في ابو صلعه لي جايبك حشمتونا قدام الاجانب جاب ربك لي ميفهموش تونسي برشا مكيش لا تاع فن لا تمثيل كون تشري فكرون تربيه خير طحان كبييييييير منافق كان التافه و خوه لا فلح لا في التمثيل لا و لا السياسه بيرم اناني برشا لا تمثل المراه التونسيه وليست مثالا لنساء تونس بدا مساط تحسو حب ضحك العباد بالسف ماشي وتمساط وننصحك في الموسم القادم باش تجيب جديد ونوع شويا تافه جدا ملا كمشه همل تفوووووووو الشيب والعيب ما مسطو كرهنا من وجو ديما تجيبو فيه حسيبهم ربي في شهر فضيل يحكيو علي حكايات العهر والفساد ماسط لاسط و ماء سخون منحط منحط منحط منحط منحط منحط منحط جبري باتم معني الكلمه وزيد معاه ريان يوسف هوروزمون جاو فرد حلقه باش ما ترصيلناش نراتيو حلقتين والله العيب في تلفزاتنا اللي تجيبنا في هالاشكال هذي برجوليه شيء يحشم ماسط شلايك حيوان و قليل حياء و جاهل و عيب باش تنسبوه للثقافه مفكر ماذا ايها الابله ربي يهلكم ممصتكم وممصت مسلسلاتكم شلايك الفن بكلو مريض انا مستغرب كيفاش ما طلعوش ليه قرون من كثره الطحين والرخص ملا حثاله مستدعيه قواد ولحاس طيح مستوي البرنامج ما هذا زبله اكبر حقير قناه الرذيله و العهر انت شكون انت جبري انت فوزي بن مره يا قليييييييييل الادب برشا نيفاق شلايك الحوارالتونسي,Negative,negative
افضل ممثله في تونس,Positive,negative
والله لطفي العماري كان يحطوه رييس لتونس ما يخدمها مليح و الله فاهم اللعبه في تونس ملييييح مليح برافو كلامك في الصميم يا لطفي عكس شكيب,Positive,negative
معلم,Positive,negative
ملا بغل ناقصو ذيل ويقول حو,Negative,negative
ماسط لاسط رجعوولنا نوفل بصراحه امين مش متع تلفزه كعب لا و الحصه متع البارح هزان و نفضان,Negative,negative
بصراحه تعجبني خاطرها عامله قدر ال خدمتها و تستاهل كل خير,Positive,negative
روعه,Positive,negative
احلا جعفور ولد بلادي ولد مدنين ام التمر بلابيه الضحكه ما تحلا امراه بالف رجل اعشقها صوووتها يهبل نمجدوها خاطر مرا تستحق التمجيد هي مثال لكل مرا شخصيتها ضعيفه وهي مهياش مسكينه المسكين هو الجاهل العاجز عقليا انا اثرت في المرا بصراحه خاطر رغم كل شي تحدت نظره المجتمع ووصلت وراجلها اكيد يستحق التقدير اما هو حبها هي خاطرها انسانه طموحه تصنع من الضعف قوه وبربي نقصوا من الفكره الذكوريه الي ديما تحب المرا في تبعيه للرجل انا نحيي كل مره شخصيتها قويه وتعمل علي روحها وماتضعفش الفه بن رمضان فنانه بكل المقاييس صويت ولا اروع والي محليها اكثر خفه روحها موش كيما بعض الفنانات الي كل مره تمرجونا بيهم احترم هذا الشخص ماشاءالله بصراحهعبد الفتاح مورو اقوي سياسي في تونس معلم في كلمه برافو لطفي نحبك صريح برافووووو خديجه واصل ربي يطول في عمرك وراك امبراطور الفكاهه لاقبلك ولا بعدك برافو وليد وحدك انيقه و لاهيه بروحها وحسب الريبورتااج ماتفلت شي كل شي حاسبتو بالمليي وبالنسبه لفنانه هاذي تعرف خدمتها بالباهي خخخ تشجيع و الله تبارك عليه حلي السهريه برافوا شحال نحبو ضحكه التلفزه راك يا جعفور بصراحه مراه و عليها الكلام ابدعتي حقا بالفكره والبسمه التي لا تفارق وجهك تونس في حاجه لامثالك تحفونه بحبوح و ياسر متربي و ربي يوفقك واصل ياسر حلوه اللقطه هاذي وحدك جعفور انا جزاءري و نقول لبلطي احسنت صوت ماشاء الله اخلاق و تواضع وبنتي سمر سنين اما تموت علي اغانيك ان شاء الله ديما الي الاحسن و تحيا تونس يعطيك اصحا سامي دخلت لقلبي يا ربي محلاها لا المعلم جمله و بدون منازع راجل جعفور يا معلم وحدك سهرت نتفرج علي خاطرك راجل طلع بصراحه رايع تونسي ماهوش منافق راجل محلاك يا جعفور تحيه تقدير ناجي جلول اكثر حاجه تعجبني فيها هي كلامها احلا كادوريم وحدك يا رشوده في الوهره برافو فوزي والله بردتلي علي قلبي يا احمد,Positive,negative
ا احلاهم لخوات كيف يتروجلوا في بعضهم,Positive,negative
بسم الله ماشاء الله,Positive,negative
المنظر الاحرف,Negative,negative
مصدق روحو الي هو يغني خير منها وهف يهزكم,Negative,negative
معجبنيش حتي طرف كان جيت في بلاصتو نلم لفلوس و نسافر,Negative,negative
انسان معقد وما عندوش اخلاق,Negative,negative
راك ماسط راك لاسط,Negative,negative
الخمج و النتن,Negative,negative
حصه ممتازه ضحك و دموع و حب برفو هاجر و هنده بنات ام مناظله عرفت تربي صحه ليك يا حاج,Positive,negative
ماسط برش,Negative,negative
صوت حلو,Positive,negative
حلقه عالميه,Positive,negative
احتراماتي ليك و ياريتك فسرتلهم شنوا الفرق بين انشاد الديني والانشاد الصوفي و السلاميه الي تمدح في الرسول و الاولياء الصالحين و ناس تمل عليها ربي يهدي,Positive,negative
جعفر يفكرني بسفيان الشعري الله يرحمو انسان ذو اخلاق عاليه الي في القلب في القلب ربي يثبتك,Positive,negative
هذا كافر و الي دافع عليه كافر و بالحرام كان نتيح بواحد منهم الا ما نقتلو والبريما عرض,Negative,negative
نحن نعشق الحوار التونسي,Positive,negative
ماشاء الله,Positive,negative
ماسط ماسط ماسط,Negative,negative
شي اسف والله,Negative,negative
معلم,Positive,negative
انا انحبها وتمثيلها حسب الدور اما ديما تعجبني موش كيف برشا اشكال كيف اتغطسهم في جره بالعسل يبقاو ابصل,Positive,negative
لحاس بن علي,Negative,negative
يا شعب القناه هاذي ابعدوها قناه منحطه,Negative,negative
لطفي كمل اخدم علي روحك,Negative,negative
باسل وماسط وركيك وتسكره مايله ورمز,Negative,negative
وين كان هدا ناقصين مساطه بربي سلع فازده,Negative,negative
والله مسكينا تونس واش تقاسي,Negative,negative
الناس لكل خليقه ربي و الي يحب يضحك ما يتعداش علي اعراض الناس,Negative,negative
اشكون هالعبيثه هاذي زاده,Negative,negative
مقداد بلاهي ارزن هه راجل كبير راك,Negative,negative
حلقه روعه الجزايريين كامل يسناو فيه,Positive,negative
تربيه و اخلاق تبارك الله عليه اقوي رجل سياسه في تونس و لسانو يغزل لحرير,Positive,negative
احسن كوميدي تونسي الكوميديه متاعو تدخل للقلب بدون استءذان برافو جعفور واصل هكا,Positive,negative
حلووه,Positive,negative
لا واجيهه جندوبي تعجبني,Positive,negative
يوخياني خرجوه عليا هالهم مقداد السهيلي ركبني لعصاب بربي شكون حطو نقيب هذا هالانسان مصاب بمرض نفسي نادر راهو ماسط لاسط فالو نقيب يكب سعد العار عمرنا ما سمعنا نقيب في مصر والا لبنان والا اي دوله نحاو انخراط فنان رغم العري والقرا والانحطاط الي عندهم بالعكس يدافعو علي فنانيهم لاخر لحظه وشفنا موقف اشرف زكي مع الفنانه ميرهان حسين قلب الدنيا وقريب يردها قضيه راي عام كان ينجم هالعبقري مقداد سهيلي مثلا يعطيها انذار والا توبيخ وزيد ياخي ما شافش منال عماره والا زازا والا غيرهم كلهم كي بعضهم اكيد بش تجي براسو هالعمله ويطيح فيه دعاء توانسه لكل ويا وخياني ممسطو هههه,Negative,negative
جعفور انسان محترم,Positive,negative
اهل الشقاق والنفاق وينو زين العابدين بن علي خلي اربيهم حتي انت يا سامي راك كيف اخيانك مننننننافق,Negative,negative
عبد الفتاح مورو عندو فصاحه سرعه بديهه و قدره علي المراوغه و هذا اللي يخليه ما يتشدش,Positive,negative
يا لطفي العمري يا اكبر بهيم ريتو في حياتي اللواط هو من الكباير يا تفه يا جاهل يا متخلف لو كان جيت امامي راني وقفتك عند حدك اما صاحه ليك ايها الجهل,Negative,negative
جعفر يا بطل,Positive,negative
تونسيه و نصف يا الفه,Positive,negative
تافه و منحط ملا شلاكه جايبنو توا هذا يضحك ما مسخفيني كان المساجين الحبس و زيد هالفو يره الماسطه,Negative,negative
مسلسل مزيان و احداثو تحب و الا تكره موجوده في بلادنا يعطيه الصحه بصراحه و الله تاثرت خاطر حسيتو صادق شكيب خوانجي شوي اما قلبو طيب و ناس ملاح مش خايب و تنجم تتعايش معاه رغم الاختلاف ياريت جماعه النهضه الكل جاو كيفو عالاقل اما ان شاء الله مع التعايش و التوافق بين الاحزاب المختلفه باش نوصلو نهار ينتهي التطرف راجل برافو وليد والله برادلي علي قلبي يا سامي برافو كل حلقه توفي بتشويق ما فماش حتي طرف تمطيط و تكرار في السيناريو و سيتكوم زاده حلو و خفيف رغم التفاوت في اداء الممثلين عجبني برشه وجيه الجندوبي يعطيها الصحه والله بكاتني ميساء امنوورا البرنامج يا حنين يا معلم ديما يضحكنا ويزهينا ويحن برشا علي الزواوله ومنين يدوروه يدور للتمثيل و التنشيط وحتي الغناء عندو ما يقول في روحو انا نحبو برشا ونقولو نشاء الله ربي يعاونك ومن حسن الي احسن بببببببببببببببررررررررررررشه,Positive,negative
نعزها و انقدرها برشا,Positive,negative
فاشل عمر ما ضحك وزاد هذه قله تربيه الحريه عمرها ما كانت انك اتهين غيرك هذه قلت احترا,Negative,negative
بصراحه تعيف و خاصه هاك كريم الغربي,Negative,negative
عيب,Negative,negative
عيب علي البرنامج هذا اللي يجيب فيهم و يعطيهم حق الرد والله مش معقول,Negative,negative
يا والله احوال هالحيوان عاملين ليه طاوله و كراسي و هو واحد خامج و كذاب,Negative,negative
حمار ممسطو عبد ومركو والله يستاهل كفوف,Negative,negative
والله والله والله الشيب والعيب,Negative,negative
سبحان الله برافوووووووو,Positive,negative
ماسط ماسط لاسط,Negative,negative
قمه النفاق واصل سامي,Negative,negative
قالو سهريه سخونه مقرونه جاريه هي ثبت روحك هذي مهزله يا معلم,Negative,negative
مارك يجيبو فيها باش يزيدو يدخلو البنات في حيط و,Negative,negative
تاتا بيه في بالك راك عملت عار لازمه كبسه راك يااااااااااسر مصتنعه و تتشقنش و معاش طالع عليك خاطر اندادك خرجو للتقاعد,Negative,negative
عندها شخصيه و ناجحه تعجبني,Positive,negative
برافو وليد واحمد,Positive,negative
راجل قوي برشا,Positive,negative
قناه الفساد,Negative,negative
تعجبني,Positive,negative
ما اتفهكم,Negative,negative
رووووووووووووووووعه و ارتحنا من وجه اللوح نوفل برافو امين,Positive,negative
عيب عيب عيب,Negative,negative
اعلام مرتزقه يدافع علي اللواط,Negative,negative
مـــــاسططططططططط,Negative,negative
ماسط بليد مارزن ز ام ملايكتو هو امين شكاره وقاره هزو وامشي ن الله لا يردكم وخلي يرجع الفرطاس نوفل والله طياره عليك ويا ليت ترجع ميه القصوري,Negative,negative
رغده تونس مااحلاها,Positive,negative
هههههههه اي هوما بيدهم شعب منافق,Negative,negative
ماااااااسط,Negative,negative
في الجنوب كلمه خايبه يا ثعلب,Negative,negative
تفوووووو,Negative,negative
هالطحان الكلب المحامي منير بن صالحه بن علي عندو احكام موبده ومطالب قضاييا وبن صالحه خايف علي مشاعرو وباش يقاضي كل من اساء اليه في برنامج الو جده برا يلعن بو طحينك يا كلب ويلعن بوك و بو بن علي و الي يحبوه معاك,Negative,negative
ربي يحفضلك جمالك,Positive,negative
ثعلوبه خرجت من الحفره متاعها,Negative,negative
عري روحك و ولي فنانه و ممثله و نجمه ستاااااار بروا يعطيكم عاااار فوق عاااار انشاء الله,Negative,negative
ماسط,Negative,negative
المعلمه,Positive,negative
همل وقمل,Negative,negative
اعلام العار,Negative,negative
والله وحدك يا امير,Positive,negative
والله بكاتني برافووووو,Positive,negative
طحان النهضه,Negative,negative
هذا مصيبه,Negative,negative
هذا انسان راقي,Positive,negative
قداش فما طحانه في هالبلاد تفوه عليكم حتي ترمكم تبيعوها علي الفلوس يا انذال,Negative,negative
بكل تربيه واخلاق راكم اعملتو العار يا قناه التونسيه,Negative,negative
لطفي اقوي كوميدي و الفيه لتكرز منو نقلهم مشكلتكم راكم موش ولاد بلاد هذا علاش ماكمش فاهمين فاش يحكي ضحكه جعفور و كلامو بالدنيا و مافيها انسان محبوب و لي في قلبو علي لسانو حنا نحبوووووووووك جعفور ربي يطول في عمرك برافو وليد التونسي نحبك برشا انا جعفور ديما موهر واصل و لا يهمك تكفيك محبه الناس معللللللم تعجبني مواقفو صحيح تحسو منرفز اما يلزمو يعمل هكاك خاطر اعلامنا يجيب في الباهي ويحب يطيحلو من قيمتو برافو صلاح هايل انا منسمعش غناء جمله اما بلطي يعجبني برشا تبااااركالله عليها موقف اقوي من طاقتها بصراحه و قدرت توصلو الي اعماق قلوبنا نتصورها تعبت بعدو اسم الله علي بنتي و ربي يوفقها وبالله خويا سامي ارحمها شويه عزت بيا محلاها ومحلي زينها عسل تذكرني بفاتن حمامه يعجبني و نستني في جديدو احلي مسلسل برافووووو سامي ماشاالله عليك يا اميمه صوت و صوره اشكر ياعلاء جزيل الشكر علي الاعمال الخيريه اي تقوم بها وان شاء الله يوصل كل غريب لاهله الله يشفيك ويفرجها عليك يا رب,Positive,negative
محلاها امنه فاخر اني نحبها برشه وصوتها ياسر يعجبني بالحق فنانه وعلاها الكلام ان شاء الله بالتوفيق,Positive,negative
راقيه ومتخلقه,Positive,negative
ياسر ماسط و انا ما نحملوش,Negative,negative
قمه عار انوا ناقشوا في موضوع محرم في دين اسلامي نهي عليه القران والله شي اسف انو نشوفوا كيما هل اشكال في اعلام هدا بلصتوا الحبس موش طالب بحقوق زايد والله ان لم تستحي افعل ماشيت,Negative,negative
حلقه اليله ماسطه من غير شكيب,Negative,negative
ماتجيس في ظفر احمد الاندلسي ماعنتها انسانه تافهه و غالطه في روحها,Negative,negative
واصل اعمال الخير الله في عونك,Positive,negative
قرده,Negative,negative
بهيم و طحان و الله ما يموت اشنع موته باذن الله يمهل و لا يهمل,Negative,negative
ربي يعدي الليله علي خير,Negative,negative
ناقص تربيه يقول علي امو جايبه ولد حرام و هو ساده جايب ولد حرام,Negative,negative
لحاس وما عندوش اخلاق,Negative,negative
مايا الكسوري و لطفي العماري اللي حاسبين رواحهم مالكين للمعرفه و هما عنوان للتفاهه,Negative,negative
من اتعس و احقر البرامج هالتلفزيه فسحقا لسامي السارق و نوفل الديوث و لكل من قبل الدعوه و عصبه للجمهور الرديء,Negative,negative
رااااااااااااااااااااااجل و كفي,Positive,negative
طاحون,Negative,negative
يامريض برر شوف حللل لحياتك,Negative,negative
معلم وراجل هسيد الرجال,Positive,negative
برافو وليد التونسي معلم و راجل,Positive,negative
برا روح موش متاعك الفن,Negative,negative
وحدك يا فنان ابدعت ثم ابدعت,Positive,negative
مزيج بين الشجاعه و التلقاييه و خفه الظل و قاعده معلوماتيه كبيره فيما يتعلق بكل المستجدات خاصه منها الثقافيه,Positive,negative
محلاها ممثله ممتازه اخلاق وخلق ادوارها الكل راقيه,Positive,negative
لا يستحق الظهور في وسايل الاعلام ومش محترم وقدم اسوا مثال ليله البارحه في عدم الاحترام,Negative,negative
حسبنا الله و نعم الوكيل,Negative,negative
ممثله متالقه و من احسن ما عندنا في تونس و جيهه,Positive,negative
امين يعجبني من قبل,Positive,negative
برافو وليد انتي راجل و نعتزو بلي عندنا فنان كيفك يقول كلمه الحق,Positive,negative
وبش جرثومه,Negative,negative
مبدعه,Positive,negative
ممسطوا شكيب طلعلي الدم,Negative,negative
ياسي عبد الحميد راك باهي و ناجح,Positive,negative
تعجبني برشا هي امراه تحفونا,Positive,negative
رووووووعه,Positive,negative
والله هذي فضيحه قناه اتروج للمثليه هذي كيما الزنا و اقبح كيم قال احمد شوقي انما الامم الاخلاق ما بقيت ان هم ذهبت اخلاقهم ذهبوا,Negative,negative
كمشه امارك,Negative,negative
عيب عليك الراجل كعبه لا ثقافه و انت زدت فرشتوا هههه كان زدت شويه راهو ولا ظارب و مظروب و الهيكا بطبيعتها تتسبل تكمل تسكر كلام الناس و السبب عدم احترام الضيف,Negative,negative
الشيب و العيب,Negative,negative
شو ها العبيثه بسم الله الرحمان الرحيم,Negative,negative
موش بلاصتك يافوزي,Negative,negative
اه ريق البارد وقله الحياء,Negative,negative
شله امتاع قحاب و موبنه شلايك,Negative,negative
والله كبر في عيني كيف عطي رايو في موضوع المثليين والله راجل,Positive,negative
يا خويا امسط منك ما راتش عيني,Negative,negative
يسلملي جمالك,Positive,negative
انت معلم البسمه متفارقش وجهك,Positive,negative
مسلسل حلو برشا,Positive,negative
ملا امارك,Negative,negative
البلاد داخله في حيط و هذا واحد ملي يبنيو في الحيط,Negative,negative
انا نموت عليك وانت سيدهم الله يحميك,Positive,negative
تعجبني برشا وياسر متالقه انشاء الله تكملي هكاا,Positive,negative
الله يهدي توا هذا فن ينعلبو الوقت,Negative,negative
ماسط برشه,Negative,negative
مقل تربيتك,Negative,negative
برافو,Positive,negative
لااا ماسط,Negative,negative
لطفي ما يلعبو حد و ما يكبر في عينو حد وجيهه وجيهه في اعمالها ووجتها في التمثيل تشرف الحمد لله علي كل حال وربي يعطيها القوه يا وليد يا معلم و الله العظيم راجل و برسمي اثبتت انك فنان راقي و عجبتني كي دفعت علي احمد برافو برافو ياسر محلاه مسلسل جميل طوب تعجبني محلاه كلامو جزاه الله كل خير فنان شيك و ساماتيك برافو نور شيبه كمل اكيكا سلطانه التلفازه انت المعلم نحترميك اماااا يا هشام نقص اشويه نفخه نحبها يا خويا قداشو ارطب,Positive,negative
احسنت استاذ,Positive,negative
احسنتي عملا يا محرزيه تحياتي لكي,Positive,negative
رغم صغر سنه خدام ربي اوفقوا,Positive,negative
ماسط لاسط,Negative,negative
عسسسسسسسسل,Positive,negative
زين و قد و للنهضه كلامها ابيض الخد,Positive,negative
معلم,Positive,negative
ماسييييييييط لاسط,Negative,negative
كلاب,Negative,negative
شنكرههم هرهوت تفوووه,Negative,negative
قلت حياء اما ثلث من الواقع للاسف,Negative,negative
برافو وليد التونسي خليتهم مثليين في بعضهم وخرجت عملت بالراي برافو,Positive,negative
معلم حعفور,Positive,negative
انا عجبتني برشا و مازالت مبتديه لازم نشجعوهاا ربي معااك محلاك,Positive,negative
ما ثماش ما اسخف منو,Negative,negative
برافو واللهي عندك الحق كي كشفته علي حقيقته الامن والجيش هم حماه الوطن مش الارهاب الي يدافع عليهم بي شراسه هاذا القاضي وفي النهايه تونس امانه بين ايديكم كونو في مستواء المسوليه,Positive,negative
الحمد لله يا ربي,Positive,negative
مااحلاها ريم الرياحي زين و تربيه و برستيج ان شاء الله ربي يوفقها و نشوفوها في حاجه حلوه في رمضان سنه,Positive,negative
صادق عللخر,Positive,negative
كلب كبير,Negative,negative
ناجي جلول رجل في عصر تكاد تغيب فيه الرجال قال كلمه حق و لم يستبدلها بباطل,Positive,negative
امسط ما ريت في حياتي هاك شكيب بربي علاش حاطينو راه ماسط راه لاسط,Negative,negative
برافوووووو حلقه عالميه,Positive,negative
هههه كي نراك نتفكر قروده بلفيدار و منيش نتمنيك علي خليقت ربي انت رديت روحك تشبه للقرد,Negative,negative
والله لا القيت نعت باش ننعت بيه هالمخلوق الشيب والعيب ولا حب اتوب ويرجع لله كل مايزيد في العمر يزيد يكلب و يتمهمش تفووووووووووووووووووووه عليك وعلي امثالك,Negative,negative
لمعلم يتكلم,Positive,negative
احترامي جعفور,Positive,negative
راكم مجتمع فاسد,Negative,negative
امراه فاضله,Positive,negative
ممسطكم عندو الحق الزين كي كان نازل عليكم يا اعلام العار تتمقعرو علي المرزوقي ياخي وحدو دخل قصر قرطاج تي ماو الشعب كان السبب اطلعو بمستواكم برشا موش شويه ويزي بلا تقشقيش حناك و خليو البلاد تقدم,Negative,negative
برشا فنانين قدمو و انت ديما اللتالي ليس القدام فيق علي وضعك,Negative,negative
انا نحبها,Positive,negative
اعجبني جمالك ولوانك في عمر امي,Positive,negative
ملاعين اسال الله العظيم رب العرش الكريم ان لا يبلغكم رمضان الا وقد حلت عليكم مصيبه ياسبب هلاك البلاد والعباد,Negative,negative
كلامك صحيح,Positive,negative
عجبتني وليد الموقف هذا ينجم يكبرليك الكاشي هههه,Positive,negative
ماتنجموش تعديوو البرنامج من غيرواا,Negative,negative
مااااااااااااااااااااااسطه,Negative,negative
مورو يا معلم كلك حكم و رصانه,Positive,negative
لطفي العماري طيحلهم المورال وكرهم في الفيلم قبل ما يتفرجو وخاصتن هي بعد الكلام الي قالتو علي الميسيو الاندلسي و الرد متاع وليد التونسي,Negative,negative
شيخ تحيفه تحفه حفه,Positive,negative
و الله معلم و راجل و عجبني كمسح القاعه بهكي التافهه و الله بردلي علي قلبي قبل ميخرج مالبرنامج برافوووووو,Positive,negative
يا خامج يا حثاله المجتمع,Negative,negative
طلع صوتو باهي,Positive,negative
مشاء الله علي الناس الكمل نور علي نور تحيه واحترام للمرزوقي مع اني اختلف معه في الافكار الله وحد عليها نعم الاخت الف تحيه ليك ممثله تعجبني وعندها كاريزما و ممثله مبدعه جعفور يا عسل دنيا جعفور وحدك انت معلم,Positive,negative
ملا مستواء منحط برنامج ماسط قلت حياء كلهم كيف بعضهم اين هي هايكا,Negative,negative
امنه ياسر كلاس,Positive,negative
لمين انت معلم,Positive,negative
مشاء الله,Positive,negative
ما نحملهاش دمها رزين علي قلبي,Negative,negative
باولادي تحس موش تمثيل تقول بالرسمي برافووووو,Positive,negative
ماسقطتكم ومابهم هذا الشعب المسطك اللي مازال يصدق فيك وفي امثالك قالو مستوصف وقالو مدرسه هععععع تي الله يرحم ايامك يا بونا لحنين يا اكبر حشواجي علي الاقل كنت تحشي فيه بالقوه والناس الكل ساكته وامبلعه موش توه شعب كامل امزنك وسامي الميبون شايخ عليه زعمه زعمه مسابقات واعمال خيريه والفاهم يفهم وحدو اماكنش يمشي يدفن روحو وحدو اشرفلو,Negative,negative
عسل سي عبد الحميد نتمني نراك في مسلسلات رمضان العام هذا,Positive,negative
انسان منافق ولا يصلح ان يكون في هذا البرنامج مناااااافق نهضاوي,Negative,negative
و يا منذر قفراش لن يعود بن علي و جماعته,Negative,negative
مهف,Positive,negative
امسط مل المساطه,Negative,negative
مخيب سنيه مقدمين تقول باش يهبطو محطه جايه,Negative,negative
راك ماسط,Negative,negative
مله امارك ومله شلايك,Negative,negative
عار علي المراه تونسيه تحكي بلسانها هذه الجاهله علميا اذا كبرت المثليه تنقرض البشريه و اشك في كونك مسلمه او متعلمه لان الانسان مختلف عن الحيوان بالعقل وانتي وامثالك لا تمثلون تونس والا الانسانيه,Negative,negative
و الله لا تحشموا لا انتم ولا الي جايبينهم ان شاء الله ربي يتولاكم,Negative,negative
خيييت مخيبهم هالمارك الي جايبهم ليوم و زيد لطفي لعماري مشلق ياسر علي روحو الي هو مويد للانقلاب في مصر بالعربي كي ما يلقي لشكون يلحس يلحس للسيسي السفاح يطيح سعدك ها لطفي,Negative,negative
معلم لطفي,Positive,negative
تبارك الله خليقه و خلوق,Positive,negative
احلي بنات شفتهم في حياتي ربي يخليهم لبعظاهم,Positive,negative
وين مشين بها هال البلاد راهو عيب عليكوم يلزمنا نشدوا في ديننا و نرسخوا الاخلاق في اولادنا,Negative,negative
مسلسل تافه نتبع فيه من القلق اما اللقطه هدي بكاتني يكذب عليك الخو خو,Negative,negative
بليد وركيك وتافه وما ريت كان الحوار التونسي الليقاعده تعملوا في قدر وتجيب فيه بوجادي علي الاخر,Negative,negative
نور شيبه اسم كبير تبارك الله عليه قاعد يخدم علي روحو ا,Positive,negative
خساره تونس اش تهزممسطك,Negative,negative
احترماتي,Negative,negative
قليل الحياه و كلب و طحن هرب خاطر الرحموني يكشف في الارهاب السياسي و الامني ما عجبتكمش الحقيقه يا اعلام الزباله و يا شعب يا رخيص و تموت كان علي شكون ينيك بلعصا برشاا قله حيا و قله تربيه مااااااااسط بففففغففف امين قاره يا فاشل اكثر انسان مضروب في روحوا حيوااااان اتفوووووه عايك و عاي اللي يفرج فيكم,Negative,negative
سلسله سخيفه جدا و الممثلين بهذلو رواحهم بايديهم اسخف من هكه ما فماش,Negative,negative
مخيبو و مخيب راسو,Negative,negative
وليييد يا معذبهم معللللللم,Positive,negative
كركوز,Negative,negative
يعجبني يعجبني,Positive,negative
ممصطو ها الخياري,Negative,negative
خمج,Negative,negative
تافه,Negative,negative
مشاء الله,Positive,negative
الحق مش في هو الحق في الجابو,Negative,negative
ممثل كبير برشا ومن اكثر الممثلين الي يضحكوني واصل جعفور,Positive,negative
كلب نهضاوي كيفو كيف الي يطرد مي و حل بلاطوواتو لمبيضي الارهاب و مجرمي الخوامجيه يلعن والدين كل طحان باعو روحو,Negative,negative
ظهور جيد جدا ولوك جديد حلو,Positive,negative
وجيهه من اقوي الممثلات التوانسه و انا نحبها برشا,Positive,negative
تعجبني ياسر,Positive,negative
بف بف شكيب مرزنووووووووو,Negative,negative
تاعب تاعب,Negative,negative
ياجليل كمل هكا وربي معاك اما سي محمد قل ردباك علي قليبك,Positive,negative
روعه والله,Positive,negative
متربي برشا و روحو خفيفه,Positive,negative
نورت الحصه يا شيخ ربي يباركلك في صحتك,Positive,negative
احسن ممثله في تونس,Positive,negative
برشا دعاره,Negative,negative
استغفر الله العظيم,Negative,negative
معجبنيش صوته انحسه نشاج,Negative,negative
لطفي اضمر واحد الباقي لكل ماسطين رمز ساقط كبير مغروره برشا انعبوكم و بو الفهري معاكم قناه الوبنه و الطحين ما تحشموش و ما عندك مش ذره اخلاق كان العراء و قله الحياء حسبي الله و نعم الوكيل فيكم مزبله مصرجلبت لنا العار عجوز شمطاء حماااار شلاكه وايزد امسخه هاذي ثعلب من ااثعالب الكبار يلعن بو الحريه فاسق عملتو العار بالهلموضوع الحق القناه فزدت مخببو طفل ومقبحو حافظ درسو لسانو يدور بعنقو مستواكم مستوي حمام نساء و زطله و شراب و مثليه جنسيه و كفر لعنه الله عليكم يا كلاب النار يا حيوانات و الله الحيوانات اشرف من جد بوكم معجبنيش وثقيل برشا مرا متحشمش الشيب و العيب مفكر ماذا ايها جراذ جراذ العيب مش فيه هو العيب في امين و القناه و فيا انا و الناس الي تتفرج فيه يعني تونس ناقصها هذوما باش يلنوها ان لله و ان اليه راجعون ما سط مفيه مايتفرج تهريج ومضيعت وقت ممسطك يا الفهري و ممسطت مسلسلاتك تافهين لا موضوع و لا حكايه ماكش راجل والله و تقعد طول عمرك بهيم,Negative,negative
تهابل,Positive,negative
ماسط,Negative,negative
كذاب كبير,Negative,negative
عيب تشوه صمعه بنات بلادك انا حشمت قدام اصحابي الي من جنسيات عربيه اخري نحب نوريهم ثقافه بلادي لكن كي شافو هال الخنار المزيف ولاو يتمنيكو يلعن بوك يا متخلف بنات بلادك في الخليج او في اي مكان في العالم يشرفك علاش تونس مافيهاش تملهيط مافيهاش وسخ خليني ساكته احتراما لناس النظاف و احتراما الشهر الفضيل الوسخ كان في دبي تي تحلم انت بش تجي و تشوفها البلاد و تشوف مستوي المعيشه الي هنا,Negative,negative
انا نحبووو خاطرو نيه و قلبو نضيف,Positive,negative
الشيب والعيب,Negative,negative
ملاا مسااااطه ياا زااحي بففففففففف,Negative,negative
نسيبتي لعزيز فيها كان لمسوتيا ملا حاسبين المسلسل اضحك اما هو بكل تقوعير,Negative,negative
