clean_text,sentiment
ناجي جهلول إنسان بهيم ياسر أستاذ التاريخ الذي ادعى أن أهل الجنوب تنقصهم الوطنية وكأن بأستاذ التاريخ لم يقرأ في كتب التاريخ عن فرحات حشاد والطاهر الحداد وأبي القاسم الشابي ومحمد علي الحامي ولزهر الشرايطي وعبد العزيز العكرمي وغيرهم تفوووووه على المستويات منافق كبييييير سبب من اسباب التطرف الديني ان تستفز غيرك في دينه حتى عن غير قصد هذه ليست اخلاقنا حنان وزينة والمثلية ولطفي العماري كوارث تونس ودعاة للكفر وسبب تدعيش العقول البسيطة يستخف في دمو و بصراحة ظهر دمو رزين و عار على الحصة حسان من الجزاير تفوووووو الدنيا أذواق وكل حد يجبدوا أصلو وإلي أصلو خامج أكيد يتفرج في الخمج ويعحبوا يجيب كان في حثالة المجتمع ما يسمى بالفنانين، نعم فنانين في الانحطاط الأخلاقي، فنانين في الموضة و الدعارة، و صرف الشباب و البنات لمثل هذه الأشياء، لماذا لم يتكلم عن هذا اللباس و العري من قد تكلموا بالأمس القريب في الحجاب و النقاب، ياله من شعب تافه، منافق، كاذب، الا من رحم ربي، ولا حول ولا قوة الا بالله انا نكرهو و نفد منوو كي نشوفو يعملي الجاير قاطعوا قناة العهر و الفسوق يا قوم برافو فوزي وعندك حق والله شئ يأسف ملا موضوع يحكي فيه سي لطفي ويقول ثقافة غربية الدول العربية تعاني من الجهل وتونس تعاني من المثقفين مثلك يا لطفي انا نقلك هذه ثقافتك انت وحدك شايب كلب طحان قحبة من أكبر قحاب تونس منافقين اي ونبعد وين تحب طوسل غريت الشلهقين في في شهر رمضان لفظيل يخي مقطوعين من شجرة لا عندكم لا امالي ولا تالي والا غارينهم باللفلوس التمثيل سبحان الله ولا حولة ولا قوة الا بالله حسبي الله ونعمي الوكيل كان فمي تافه احب يمدحك له المجال مفتوح الدنياه ليك أصبحت تستضيف من تراهم في بلاتو برهان عسيس أتفه و أرخص شخص هذا المسمى فريد الباجي الصافي سعيد يستحق كل الأحترام كذلك سيف الدين الله لا يفرج عليه,Negative
مرحبا مرحبا نورت التلفزة معلمة,Positive
برشا فضايج,Negative
ماصط لاصط,Negative
ممثلة ناجحة و ممتازة,Positive
عمل الفضح كل حصة اشلكو واحد يا ولدي احترم روحك راك عملت الفضح ايها الابله,Negative
روعة,Positive
انت معلم,Positive
تفوه عليك راك عملت الريحة,Negative
رهدان,Negative
بلاهي ناقسوا من عار ركم فضحتونا رنا تونسا معناش هك مخدرات وكبابيل ودخان رنا مسلمين ونفكرك بحاجة اخري رنا في رمضان,Negative
شتقصد عمرنا مكرهناها كوثر بالحاج بالعكس نحبوها كل,Positive
أمسط إنسان عرفتو في حياتي،،،،،,Negative
باي باي تونس,Negative
اعلام العار بامتياز,Negative
راجل راجل,Positive
وليد التونسي لحقيقة قبل ما يعجبنيش برشا أما بعد الموقف الي خذاه من هالفئة الجديدة الي تسمي روحها بالجنس الثالث كبر في عيني برشا و عجبني خاصة كي رد على سي رأفة,Positive
زيدو علمو الشباب الفساد,Negative
بورجوليا يا سامي نكتلها امها بقلة الحياة,Negative
معلم يرحم والديك برتلي على قلبي,Positive
هي و شنوه المشكل علاش تقلنا احنا هههههههه ملا تفاهة,Negative
يا اللّه هو في كده هه زين و تربية,Positive
حلوة,Positive
امونة الغالية,Positive
أحمد الأندلسي سيييييدك يا نكرة اشكونك إنت يا ماسطة يا فرحة الراجل إلي باش ياخذك وفرحة بوك وهف يهزك,Negative
راس المنصبة,Negative
توفيق الغربي نوع من الارهاب السمعي و البصري والمعنوي بالنسبه ليا خييبييبببببببت,Negative
بنديرمان مقعار من قعر الخابية,Negative
نقيب داعش في تونس,Negative
سيدة محترمة و مثال للمرأة التونسية,Positive
واحد جبري ومسخ ومأ يعرش يحكي,Negative
محلاها أما تحسها تزوي برشا كي تبدى تحكي,Positive
فدلاك و ضامر,Positive
برفووووو خديجة,Positive
عز الناس امرأة ب رجل برافو محرزية اخلاق و خلق,Positive
تي ماللخر راك انسان بوهالي تعمل في و بن علي ماهوش راجع ود,Negative
برافو خالد شوكات,Positive
جاهل متاع راس لنبوط,Negative
مشاء الله,Positive
تافهة و ماسطة و اغانيها اتفه منها,Negative
ياسر كذابه نافخه شفايفها و شاحطه وجها و تقول منيش عامله ملا مريضه مناظر مقلبه,Negative
انت معلم خوي لكبير,Positive
جعفر محلاك انت حليت سهر والله,Positive
يا طحان تفووووووووه,Negative
كلب كبير,Negative
بنت بلادي فلة,Positive
رجل دين رغم انف المخنثين الشمسيين,Positive
بفففف نكرها ماسطة هذي تمثل على روحها موش ممثلة ربي يهديها وتمشي تقراء على روحها خير,Negative
راجل,Positive
نأيدو هو و احمد الاندلسي كلامو عجبني و في بلاصتو,Positive
محلاك عيشوشة نموت عليك,Positive
ربي ينتقم منكم انشاءالله على العهر والفواحش اللي تعملوا فيها وبعد تقعدوا تتباكاو وتقولوا مش نفلسو ربي يقصمكم انشالله,Negative
كارثة,Negative
ياسر ياسر حلو المسلسل اتمنيت راني نمثل فيه عندي خبرة ومثلت قبل انشاء الله خويا يامي في انتاجا تك الجايا,Positive
عنده الحق و بلادنا ضايعة من قبل و زادت توا باسم الديمقراطية,Positive
غرغر يا غراب,Negative
فننننننان و معلم,Positive
محلاهم و خاصة الفتاة,Positive
فنانةراقي ويستحق كل الاحترام تي هوما فنانين شلاويح ويحكيو برواحهم ااف تحية للكبير صلاح مصباح,Positive
إنسان منحط و مسخ و تاريخو سابقو مع قحاب المسرح اللي بعد ما تعطي و يطلعلها الدور المسرحي معفط تولي تبكي و تشكي الحاصل كي سيدي كي جوادو كيف البرنامج كيف ضيوفو تاريخ الدهماني عند حبوبة و صلاح مصباح وأش كليتي لوح يا براكة و صحافي المجاري لطفي سواد رغم أنه في بعض الأحيان يقول كلمة في بلاصتها إلا أنه قواد و صحافي البلاط و شكون يدفع أكثر و معروف عنه أنه متحيل و لحبيب جغام مدفون في الإذاعة على نفس النسق من عهد بورقيبة و يزيد يفرض على الإذاعات الخاصة نفس البرمجة لوغة ناس بكري في ناس ليوم نصيحة مني حاول قدم و هات شيء جديد ومفيد خير من الوحلة اللي واحلها و سمير ديلو أحد لصوص النهضة كرشو و صلعتو كبرت و تقلبت الفيستة يا عفاط و التاريخ لن يرحمك و الترويكا و شيخكم شيخ الوبنة الخريجي و هاك المقدم الباسل و الأسئلة الوبنية الفكرية شنية المغزى من إنك تجيب تصويرة كاترين زيتا جونز لواحد ليبيدو و تسألو تقلو شنية تقول أنا نقلك جاب ربي ما جاوبكش إنها تفكرو في أمك لستم أهل للحرية و إعلامكم عاهر و داعر و لستم أهل للحرية يليق بكم جائزة أعطي صرمك و هز ساقيك نعملك برنامج ليك كادوريم قزمت روحك بحضورك في برامج جايبينك باش ت,Negative
مستوى منحط جاهل متاع,Negative
لمين صريح ورزين في كلاموا على ذاك أنا نحبو برافو لمين النهدي,Positive
رقاص و لحاس الحجامة,Negative
تفوه عليك,Negative
تحية لاستاذتي درة والي قريت عندها سنة اولى حقوق اكثر من رائعة,Positive
ماااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااسط وربي يهديكم امسط حلقه بطاله وروتين وارهاب وزيد توفيق الغربي,Negative
تافه ركيك و بليد و مش متربي,Negative
بصراحة محلاها زين و عين و تربية و رزانة,Positive
كلكم خرررررررر ا,Negative
كتزيد في العلم وتتفلسف وتتعلط وتتلاعب بابحديات لغة الظاد كان حكيت على أسباب الفقر و الأرهاب ولقيتول الحل خير,Negative
شبيها ولات هكا ماشيا وتمصاط,Negative
ملًا رويق,Negative
لعنة الله عليكم فى شهره المبارك,Negative
هذيكا لمعلمة شكون كيفها وحدك و برا يا وجيهة,Positive
التونسي طول عمرو منافق,Negative
برجولية ماسط لاسط,Negative
طحان موش راجل ، تو ينحيو مايا و يجيبولنا ها الخوانجي تفوه عليه و على سامي الفهري معاه,Negative
معلم شيخنا واصل,Positive
ياسر طياره يعطيهم الصحه الاولاد الثلاثه,Positive
ثرثار و اخاف من راضية,Negative
مازلت غادي إنت مرزن ملايكتك,Negative
برافوا لناجي جلول انك وطني باتم معنى الكلمة موش كيما الي يمدوا وجوههم باش يبيضوا الارهاب,Positive
يا سي امير راك ماسط ماتضحكش جملا والله,Negative
ما احلاهم لخوات كيف يتروجلوا في بعضهم,Positive
تي قناة ماتكون كان صهيونية عمرها ماجابت حاجة تنصر الدين مختصة في الإنحلال الأخلاقي,Negative
مثقل عصو,Negative
أنا مقاطع هذه القناة الكارثة,Negative
تجبد في مراء متوفية,Negative
راجل ع خاطروا تجمعي نعل بوك و بو التجمع و بو التوانسه الي خلاو التجمع يرجع في اول ايام الثوره كل واحد قواد و طحان تجمع هج الخلا توه وليت توري في الرجوليه حشا خلبقه الرحمان,Negative
كلبه خامجه هذا راينا بكل بساطه ؛ شكوني هالعافنه بش تقيم احمد الاندلسي ؛ انا اسمها مانعرفوش ؛ مثلت في فيلم خامج كيفها ؛ ولات تعطي في رايها هههه,Negative
شكرا الي السيد نعيم على التضحية والصبر الكبير الذي ابتلى به خاصة إلى ابنة رحمة التي تعاني منذ الصغر من المرض الذي جعل من حياتها شبه محطمة إلا أنها قاومت هدا المرض و واصلت مسيرتها الدراسية وادعوا لها ومن كل قلبي أن يشفيها آلله تعالى أمين لقد تأثرت كثيرا لحالتكي وأعجبت بطريقة كلامك الرائع ويبقى الأمل,Positive
رووووووووووووووووعة بكل صراحة,Positive
كارها تمثل فيلم الجميلة والوحش ويوززززززززززع خخخخخخخخخخخخ,Negative
شياطين الانس أعوذ بالله من الشيطان الرجيم,Negative
سمحة يا سر رابي وافقها,Positive
حصة كاملة و لا واحد تقرب للشعب التونسي فيكم بكلمة طيبة و فيها ذكر للخالق قلوبكم و اعلامكم نفاق و كذب نسيتوا ربي ياخي نساكم في ارواحكم,Negative
كذاب ونذل,Negative
وجيهة الجندوبي ما انّجم نقوللها كان برافوووو و بتوفيق نشاء الله,Positive
ماقالوش انت قليل حياء قلو هاذي قلة حياء,Negative
متاع مفرخ والا متاع عزايز ماسطة ماسطة لاسطة ،وهذيه النوعيه بابورها صفر واندثر,Negative
مافديتوش منو ، مايعرفش يناقش ، ماعندو حتى إضافة,Negative
هذه القناة لا ارى لها فائدة اصلا لا يهمه المواطنولا مصلحته ولا توعيته في كل ما يخصه الذي يهمخا الإثارة وكيف تغنم الكثير من الأموال حتى ولو على حساب الناس ربي يستر تونس وخراب تونس من اولادها,Negative
اش طبا من عصا وكف ياساقط,Negative
شيك وسانباتيك,Positive
نعمبو الوقت اللي ولا فيه الجرثومة هذا يعبر,Negative
يااأسسسررر مضروبة في روحههههااا للاااا بية نحب نقلها لباسسسسس؟؟,Negative
محلاها مرتك اله يحفضكم تبرك الله اعليها صوت حلو ومزيانة راجل ياوليد انت مثلتنا احسن تمثيل برافو وخروجك احسن ماتبقي مع الشلايك معلم برافو عالمي أحسن و أقوي قناة في تونس و أكثر ناس خادمة برافو واصلو و كيما يقولو عين الحسود فيها عود منورة كلام الناس ديما متألقة بنجاحاتها و راح تكون ممثلة مسرحية و تلفزية كبيرة فنّانة متكاملة صوت وأناقة ورشاقة وجمال ان شاء الله ربّي يحفظها وان شاء الله تكمّل وتواصل النجاحات في مسيرتها الفنيّة صوت روعة واصل امنة راجل متثقف و واعي بلطي يا معلم إنشآء الله ديمة فالعلالي وربي يحميك والله شكيب إنسان طيب ما احلاك اصلا كلام الناس بدون شكيب سامطة مع احتراماتي لآخرين وتحيا خاصة لتونس نموت عليكم بزاف والله,Positive
عسل الله,Positive
بلاهي نوفل البهيم هزوه فدينا منو,Negative
كمشة قرود يضحكو,Negative
محرزية العبيدي تتحول إلى حداثية عرجاء مشوهة تتقن إزدواجية الخطاب,Negative
تفرج وحدك في قناة الزبالة,Negative
كي تفرجت في حسان كنت نتبسم من غير ما نشعر هذا هو الإبداع الحقيقي انت فنان ومهبول ومبدع برافو,Positive
راك ماسط راك لاسط,Negative
محلاه أما ينقص شوى من هاك الشعر,Positive
وجيهة من أقوى الممثلات التوانسة و انا نحبها برشا,Positive
حتى هو بقاو كان كعبتين يذكرونا بزمن التمثيل الجميل,Positive
حاشاهم الڨوابسية منك يا تافه انا منحبحاش و متعجبنيش يا ناس اتّقو الله في انفسكم رااااااهو عييييب وحراااام تناقشو حاجة كيف هاذي هذا يستاهل السجن بلا قلّو اقلية ومن حقنا البلاد داخلة في حيط السراق يسرقوا والفساد بركها الدولة والشعب لاهي بدغيج واولاد مفيدة كرهتونا في المسلسلات مشكلت شكيب مع بن علي هي إلتقاطه للنساء كم أنت تافه يشكيب إنشاء الله تتعلم من عند لعباد إلي عمرها ما نكرت في أصلها مش كيفك نكرت في إنتمائك للنهضة تاااااااااااااااافه ومااااااسط لاااااااسط ومنحط ومااااااارق ومساكن كان هاك المساجين هم الحبس وزادوا جابولهم هالشلاكة وماشي فيبالو يعمللهم فالمسرح اخخخخخيت اخخخيت يجيب الرداد ماصطة قرد و عطوه موزة مرييييييييييييييييييييييض العيب فالي جابو واستدعاه باسم حرية التعبير اما قنات الحوار ضهر شكون اللوبي الي وراها يا متاع المثلية يا سامي الفهري العربي موش متاع حرية رجعولنا الدكتاتوريه كلام الناس برنامج مختص في لمان الشلايك ياسر مضروب في روحو إنسان ماسط برشا و ما يعجبنيش مريض بمرض اسمه النهضة امسط مخلوق على وجه الأرض راك ماسط راك لاسط يا أمير و الله مالي بديت تظهر و لا عمري نتفكر مرة ضحكتني مالإخر ماكش ضامر بالكل بصراحة جبري باااااارشا ممسطها كلام الناس ومايا العاه رة ولطفي العماري المنافق ، ونوفل الديوث المايع ، وبوغلاب المرتزق دون ان ننسى سي علاء لمشاكلم الجنسية على اله وا ه ذه ه ي خاطر فيه الزناء والفحشاء والشعب احيب يتفرج مع دارهم فى النفاق شعب غبى يعطيكم هبطة الناس الكل جهنم و بؤس المصير تاااااااافهة و مستوى منحط فعلا خسارة فيها الجنسية التونسية ملا تفاهة عورتو ي اماسيخ ممسطه ومثقل ملايكته هل بدر عملولي منه بطل والبنات الكل هابلة عليه وهو كي الجحش اتعيف مبلدك صعلوك بإمتياز ماحلاكم توفيق الغربي ممثل فاشل و فكاهي ماسط لاسط خخخخخخ تونس عندكم كلش محلل مخ الهدرة تحبوا عاللواط والسحاق والشذوذ باهي برشة الله يهلكم نحستونا وذليتونا بين البلدان تفو عليكم مضروبة في روحها، مصطنعة و مخها فارغ بدون تعليق حمار سياسي ياسر ماسط و رزين صوتها خشين و يفجع مخيبها هك سلع مقلبة اذا خلى لك الجو فبيضي و فرخي استغفر الله العظيم جايبين شراب و ملهى في سيدي رمضان تفووه عليكم خماج ممصطك ياحمزاوى وبلله نقص من الهشاشة منافق و ماصط لاصط و جبري و تجمعي و طحان كافون ماسط و دمك رزين و مافيك ما يعجب هههههههههه,Negative
مااااااااااسط,Negative
انا حسين الجزيري برودوي ٪ نفاق وتبلعيط مخيبكم ومخيب سياستكم,Negative
شكيب انسان متربي والاعتذار من شيم الكبار برافوووو شكيب,Positive
يحكي على الجهل و هو اكبر جاهل و منافق,Negative
طاقة صوتية و صدق مشاعر,Positive
يا جعفر مارقدنلش واتفرجنا فيك وربي معاك يا جعفور,Positive
تافه,Negative
سلطانة المسارح، آما سلطانة بالرسمي موش كيف سي خونا,Positive
وخفة دم و روح,Positive
ممثلة موهوبة يضحك برشا نحبو برافو يا سي مقداد و نحنا رانا معاك واصل يعجبني ريم الرياحي فنانة في كلامها و في أناقتها و ديما متألقة و عندها الريشة و إنشاء الله ديما من أحسن للأحسن,Positive
كبر وخرف,Negative
خرّف,Negative
بصاراحا فله شرفت المغرب العربي صوت قوي ومميز روعه,Positive
جميلة,Positive
اخخخ تفووووووه على هالرهط,Negative
راجل راجل,Positive
نمووووووت فيييييه,Positive
ممسطو ومركو ملا منطق,Negative
يعجبنييي,Positive
مسلسل قحاب وموبنة,Negative
إنتي فنان قوي,Positive
تي المجتمع التونسي بكلوا كوارث و فساد زادا كملوا عليه القنوات الشيطانية مع العلم أنو رمضان من أفضل الشهور إلا أنو فما شياطين الإنس ما يجيهم النوم إلا ما يفسدوا خلق الله، و كلمة لسامي الفهري كل ذنب يرتكبوا كل إنسان عندك مثلوا و أكثر,Negative
بصراحة انا معجبتنيش الفازة اختي غلطت لكن مستحيل نبيع اختي نستر عليها موش نصلح الغلط بلغلط سامي فهري معلم لكن في مسلسلاتو برشة تجاوزات ايديولجية من صعب المجتمع يقبلها برغم انها موجودة فيه والله شيء ايوقف المخ,Negative
شعب عندو انفصام في الشخصية,Negative
يضحك ياسامي برفو برفو,Positive
هذا الرجل يقول كلام معسول,Positive
ملا سلعة لا أخلاق و لا تربية و لا منظر,Negative
السيدة مايا تعمل مزية تنقص راو كل ضيف جاي تكرهو في روحو بالحاجات الفارغة والي ما عندها لا ساس ولا راس و راو بسبب وجودك كرهنا الفرجة في كلام الناس,Negative
محلاها البنية و فيه البركة,Positive
سمحة ياسر,Positive
هده الاستاذة الفاشلة خدمت معانا في المدرسة الاعدادية فوشانة وكانت لا تدرس ابدا تدخل القسم وتنام ولا يهمها امر التلاميد ولا الرسالة العلمية والتربوية للمربي ونراها اليوم اوجدت لنفسها دور اولست ادري مادا في احد الافلام واقول لها يا سيدتي تحكي باسم الحرية في دفاعك عن المثليين فهل باسم الحرية تنحط القيم والاخلاق هل نخرج عراة الى الشارع باسم الحرية ؟؟؟ يلعن ابو الحرية بمفهومكم هدا,Negative
برافو لهذا العمل والإنجاز الرائع,Positive
راك معلم يا لطفي و زيد نفس اللقب انا وياه معناها ولد عمي ههههععهه,Positive
ماسط وأمسط من مقدم البرنامج يحصر ع نوفل,Negative
عسسسسسسسسل برافو,Positive
عسسسسولة محلا ثينو,Positive
نهارك ازين ونحنا نحبوك سامي,Positive
ربي يجمع شملكم مثقف و يحب مجتمع يتثقف برافو عسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسله برافو مبروك بنت القصرين أنيقة جدا آمنة يهببببببببل نور شيبة ياسر عجبني باأخص في حديثو عن ناجي جلول نكون اسعد كان نقابلك يا اروع مثقف مشاء الله تحية لسميرة الاخت الوفية في زمن غابت كل مشاعر الانسانية برافوووو ديمة منورة الله آحد عليك أحلى أمونة ربي يحفظك معلم يا شكيب ربي يكثر منك الاعلاميين هو صاحب مبدأ محايد كلامو في بلاصطو برافو ذكية و جميلة الجزائر أنا شخصيا نحبو برشا و ربي معاه و يوفقو في كل خطوة يعملها,Positive
خييييت يجيب الردان,Negative
اكثر ما يقال علييييه مااااااسط,Negative
براڥو جعفور وحدك يا معلم والله زهيتنا وفرهدتنا بروحك لخفيفة ونكتك الحاضرة والي عجبني فيك تعبر بصمتك وبكلامك راك فنان شامل,Positive
بدون تعليق أقوى رجل سياسة و نقطة وارجع للسطر,Positive
احلي سامي,Positive
توا تأكدت أنو انت صفر و تافه و أبله و اهم حاجة انت قرد شمبنزي حاشة خليقة الرحمان هههه,Negative
اسوء حلقة شفنها في طريقة التقديم,Negative
ما لقيت ما نقول هي مبدعة و ما ينجم حد ينكر في هذا,Positive
طبعا الشمطاء مايا اللي تنبح على الضصديق والعدو,Negative
كل يوم يزداد إحترامي لهذا الشخص، أرجوكم تعلموا منه فمن الصعب أن يأتي الزمان بشخص مثله,Positive
صلاح مصباح من ارقى الفنانين احساس و فكر,Positive
بدون تعليق,Negative
برفو فوزي وبنسبة لزينة القصرينية ممتزة كيما عرفناها,Positive
فنانة كبيرة,Positive
متناقض هزيل الغلطة فلي إنتخبوك,Negative
برافو رحموني,Positive
هذا شيخ اللواط و الوموبنة أمثالكم الإسلام بريء منكم,Negative
محلى صوتها,Positive
راجل كبير و فاسد,Negative
بكل صراحة الكلمة اللي قلتها عيب و متجيش إنت تحكي عالثقافة والفكر و هذا تصرف مش متع إنسان مثقف و محترم مع الأسف إنت محترمتش المشاهد لو تحب ترجع إعتبارك تعتذر من المشاهدين,Negative
الكبير كبير,Positive
هذا المنشط متربي وقال له ي ما عاد ش تجيبولنا هناك راس تل يصل اللي ماهواش متربي,Positive
كلام موزون و معقول,Positive
مقداد البلعوط عاد إليكم من جديد,Negative
طحين,Negative
عليكم اللعنة عملتو العارًًًًًًًً,Negative
الله لا تباركلكم في ها الشهر الفضيل,Negative
سيتكوم عالمي,Positive
ناجي جلول,Positive
الانسان هذا بلييبيييد,Negative
شكيب الدرويش أكبر منافق موش معقول في كل حلقة يخلق الفتنة و يتهكم راك إنسان تافه و مكروه تفكيرك داعشي,Negative
بلحق حلقة ليلا موش نرمال تونس بخير,Positive
تبارك الله عليها بصراحة,Positive
ملا حيوانات؟,Negative
عسل هاجر هههه محلا زينك هههه توهبل,Positive
تحية واخ ص لهدا الاب الشجاع و الحنون ربي يفرج عليك ان شاء الله,Positive
ملا موبنى,Negative
من نجاح لنجاح كل التوفيق لقناة الحوار للنبارة تتفرجو و تنبرو,Positive
راااااااااااااااااااجل,Positive
نحب نقول لجعفر الله يرحم والديك شبعت بالضحك فرهدتلي على قلبي,Positive
مانيش مسامح,Negative
انت معلم و احنا منك نتعلم,Positive
خير من هاك الماسط متاع سلام مسيو,Negative
رجل تونس الأول و موحدها من دون منازع نحبك يا شيخ,Positive
عبد الفتاح فايقلها ليوم,Positive
إشاله ربي يهلكهم,Negative
عاهرة من عاهرات ابليس,Negative
حسني الله ونعم الوكيل فيكوم,Negative
يعمل العار,Negative
محلاك يا مي,Positive
رجل والرجال قلائل,Positive
ماسطة برشا,Negative
مخيب راسك و ممسطك قداش نكرهك,Negative
جعفور عز الناس,Positive
العيب موش إنه مثلي العيب إلي راجل يحكي معاه و هو يقول أنت ربي بش تحسبني يعني ميبون و يوخر و زيد قليل تربية,Negative
جو عليه,Positive
اووووووف قداش ماسط هالبشر سؤال امين في بلاصتو اشبيك ما تمثل كان ادوار القواد،والخديم والمتله فعلا ياسر قديم وياسر تاعب في مخو وفي لسانو وخاصة في قلبو الله يسامحك امين,Negative
لا حولة و لا قوة إلا بالله,Negative
عندي برشا ما تفرجتش في حصة راقية كيما الليلة برافووو أنا بلاصة أمين نعتزل بعد حصة كيما هاذي,Positive
نور احسن مغني صاحب جو وتيارة احسن راجل شنحبك يا نور,Positive
سي جلول راجل و يعطيك الف صحة,Positive
ما شاء الله,Positive
حسين الديك يامعذبهم صوت أناقة أبداع خوي ربي معك,Positive
إعلام العار يا كلاب,Negative
لعن الله على لي ما يستحي ،,Negative
مخيبو و مخيب راسو,Negative
ريم الرياحي مافماش منها برشا و قليل تلقى ممثلة بالشخصية هذه بصراحة تبارك الله عليها هذه تمثل المرأة التونسية ممثلة و متربية و عندها شخصية توا البعض من الممثلات على خاطرهم معروفين عاملين لعجب نحب نقوللها برافو ريم و ان شاء الله توالي في كل رمضان موجودة في التلفزة التونسية ان شاء الله دائما في نجاح و تقدم,Positive
صوتها حلو ربي معاها,Positive
العربي المازني كي الزبلة في البوبالة,Negative
ملا سلعة اش تطلع تونس من,Negative
أحل جعفور برفو,Positive
ملا فضايح مستوي منحط معتش نجم نتفرج مع عايلتي,Negative
بكل بساطة معلم,Positive
برشا حب الحب عندكم بوس و رغبة و شهوة مسلسل تافه مبني على قصة هزيلة و ضعيفة و عامل منها راس مال و قضية و طبعا بما انو امخاخ التوانسة تافهة سي نورمال بش يحبوه و يعطيوه قيمة اكثر من قيمتو,Negative
ماسط لاسط,Positive
رجل واعي و مثقف,Positive
معجبني كان ديدجي في وهرة و لكلام و خاصتا لينات لحاصيلو وحدك يا كوستا,Positive
روعة حضور أسطوري صورا جميلة لكل الفنانين توانسى أنا من عشاق الفنانة ذكرا محمد الله يرحمها,Positive
مستويات منحطة,Negative
نحب نقلك راك ممثلة فاشلة ومصابة بجنون العظمة الي يشوفها تحكي يقول هذي ممثلة في هوليود ماخذة الف اوسكار وهي موش معروفة من اصلو,Negative
على حليلتها أمونة ربي ينجحها,Positive
سببتم لنا العار نحن نعاني من صدمات العقلية المتردية وانتم تسببون لنا الاحراج مع المصريين الرخيصين و عندما لايجدون حلا يشتموننا بكم,Negative
قناتكم عملت الريحة,Negative
واللاهي جبري ملا مقدمة عندوا ديما أنا في سنين قعدت بطال ملا جبري,Negative
محلاااااك ألفة,Positive
مخفك,Positive
من الوجوه التي تبيض الارهاب,Negative
والله جعفر القاسمي إنسان خلوق وحتى تفدليكو مقبول إنسان إجابي واصل خويا جعفر وعاون الناس ولك كل الإحترام مني خاصة ومن شعبنا عامة,Positive
نحيوا بوها الثقافة مادام هذا المنحط و امثالوا يحبوا يرتقيوا بيها و يمثلوها لا يصلح الا قواد خلاه بوه الحنين ملقاش شكون يعطيه رضعتوا,Negative
فسدت برنامج الراجل بضمارك الثقيل,Negative
مومو يااا ضاااامر بو زينك محلاك,Positive
طحيحين,Negative
لعنة الله عليك,Negative
توفيق اللحاس,Negative
ليلى الشابي لازمها ما عادش تظهر في التلفزة و لا راديو عام آخر خلينا نهظمو المساطة اللي سيبتهالنا الجمعة هذي,Negative
شيخ زبالة,Negative
تقول عليه مهرج,Negative
والله زايد الكلب كلب,Negative
الشيب والعيب,Negative
يعجبني دور بسام الحمراوي برافو,Positive
محلاهم,Positive
احلى زياد برجي نجاحات مع اليسا,Positive
ماسط,Negative
هذا تونسي بالفم و الملا,Positive
مسلسل معبي بالقحاب,Negative
ممصتهم الكل,Negative
ماشاء الله مادام محرزية نور واخلاق وتواظع انت رامز لكل مرأة مسلمة وتونسية انا نحترمك برشة وانت راك مناظلة لاكن في بلاد الغاب,Positive
انسان فاشل و ممثل فاشل و تافه مستوى قفة و تلحيس المستقبلو الوحيد الشد الحبس وحدو و رتحنا من وجهو,Negative
وليد تونسي برافو عليك الحاصيلو راك معلم كي تحكي وهرة راك منور و انا معا أحمد اندلسي,Positive
انت معلم ههههههه,Positive
الماسطين الكل جبتهم يا قاره,Positive
والله لا تجي شيء متفهك و ممستك عبد,Negative
والله عجبتني الهدة تاع علاء ربي يرحم ميمتو ويبارك فيه وكيما وعدها وفا بوعدوا وربي يفرج على كل مومن خاصة ناس الغربة,Positive
رزين و ماسط اكثر من نهار الاثنين,Negative
يا عتيك الصحة يا شكيب مواقفك كلها صحيحا او في بلاستها,Positive
ساقط ادافع على امريكا وقطر وتركيا الي امولو في داعش,Negative
قردة وما جات شء تفوووووه على منظرك,Negative
اتفوه,Negative
التافه والتافهة محلّمها قناة تافهة الفتان يجالس المبدعين في مجالس الابداع والثقافة والعاهرو العاهرة لهم مجالس اللواط والمساحقة,Negative
شلاكة,Negative
ماسط لاسط,Negative
الممثلة هذي تعيفْ,Negative
كراكوز,Negative
رجل ممتاز وفارس البلاطوات برافو يا سي فتحي,Positive
يغلي كالبرمه شكون إسكتو وترلي اعصابي حرام عليكم معادش تعديوه حياتو كامله يسب و إعارك وما عاجبو شي وهو ما جا شئ عندو الحق بندير مان,Negative
علاش حاطين نوفل الورتاني مامصطو ومتفهو تي رجعولنا نزار ولا علاء و سيب علينا من راس الروكبا هذا بففففففففففف كنت نعمل عليها كيف كلام الناس فسدتوها والله,Negative
إعلام العار هذا هذااعلام يرحم فمك يا بن بريك والفاهم يفهم,Negative
لعنة الله على الفساق والي لازم يتلام القناة الي جايبة هلمناضر على المباشر وفى الكلام ملقينا فاش نحكو ياخي هو مثلي والي جابو لدنيا شكون لقا زوز رجال ولا زوز نساء يا حيوان,Negative
ناجي جلول انت كبرت في نضري,Positive
والله محلها أنا عجبني,Positive
مقداد السهيلي سيدي الشّيخ ياأكبر قفاف منافق في الجمهورية التونسية,Negative
